index,Scrapbs,Screcrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparinkind,Scsizeinkind,Scparfundraise_a,Scparfundraise_b,Scparfundraise,Scmeettripartite,Scdistrapbs,Spparentsrapbs,Spinviterapbs,Tsatlearn,Pcont_u,Pcont_bar,Pcont_physical,Prap_a,Prap_b,Prap_c,Prapbs,Psatlearnknow,Pknow_scexist,Pknow_scmem,Pmtgrapbs,Pcont,Prap_d
367,0,0,ya,besar,Ya,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,8,8,1,3,,50000,50000,1,1,Ya,1,2,200000,,0,1,1,1,4,2.333333333,1,3,1,,1
368,1,1,ya,besar,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,2,1,Ya,1,3,1000,,0,0,0.333333333,0.666666667,1,3,0.666666667,1.333333333,1,,0
369,,0,,,Ya,sangat kurang,memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,ya,8,8,8,6,0,,,20000,20000,1,1,Ya,1,3,500,,0,0,0.333333333,0.333333333,0.666666667,2.333333333,0.666666667,1.333333333,1,,0
370,,0,tidak,sangat kurang,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,10,7,1,3,,3500000,3500000,3,1,Ya,1,3,32500,,0,0.666666667,1,0.666666667,3,2.333333333,0.333333333,0.333333333,0.333333333,,0.666666667
371,1,1,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Memuaskan,TIDAK ADA DATA,TIDAK ADA DATA,TIDAK ADA DATA,TIDAK ADA DATA,ya,8,7,10,7,0,,,,0,2,1,Tidak,1,3,,,0,0.333333333,0.333333333,0.333333333,1.333333333,1.666666667,1,2.666666667,0.333333333,,0.333333333
372,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,0,,,10000,10000,3,1,Ya,1,3,,,0,0.666666667,1,0.666666667,3,2.666666667,0.333333333,1,0.666666667,,0.666666667
373,0,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,9,8,7,0,,,6830000,6830000,1,1,Ya,1,2,50000,,0,0,0.333333333,0.333333333,1.333333333,2,0.666666667,2,0.333333333,,0.666666667
374,,0,tidak,kurang,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,8,8,8,0,,,25000,25000,2,1,Ya,1,3,,,0,0.666666667,0.666666667,0.333333333,2,2,0.666666667,2.333333333,0.666666667,,0.333333333
375,1,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,,,0,2,1,Ya,1,2,,,0,0.666666667,0.333333333,0.333333333,2,2.666666667,0.666666667,1.333333333,1,,0.666666667
376,,0,tidak,tidak tahu,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,7,7,0,,,100000,100000,1,1,Ya,0,2,,,0,1,1,1,4,2.333333333,0.666666667,0.666666667,1,,1
377,0,0,tidak,kurang,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,10,10,10,10,0,,,,0,2,1,Ya,1,2,,,0,0.333333333,0,0.666666667,1,2.666666667,0.666666667,0.666666667,0.333333333,,0
378,1,0,ya,besar,Ya,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,8,8,8,0,,,,0,2,1,Ya,1,2,,,0,0.333333333,0.333333333,0,1,3,0.666666667,0.666666667,1,,0.333333333
379,,0,tidak,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,7,1,2,,,0,2,1,Ya,0,2,,,0,1,1,1,4,2,0,0,1,,1
380,0,0,tidak,besar,Tidak,kurang,memuaskan,Sangat memuaskan,Ya,Ya,Ya,Ya,ya,9,10,9,9,0,,,400000,400000,1,0,Tidak,1,3,,,0,1,1,0.666666667,3.666666667,2.666666667,0.666666667,1,0.333333333,,1
381,,1,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,9,8,5,0,,,50000,50000,3,1,Ya,1,3,,,0,0.333333333,1,0.666666667,2.333333333,2.333333333,1,2.666666667,0.666666667,,0.333333333
382,,0,tidak,tidak tahu,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,9,9,1,3,,,0,1,1,Ya,1,3,25000,,0,0.333333333,0.666666667,0.666666667,2.333333333,2.333333333,0.333333333,1.333333333,0.333333333,,0.666666667
383,,1,,,,,sangat belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,8,0,,,,0,4,1,Ya,0,3,,,0,1,1,1,4,2.666666667,0.666666667,2.333333333,1,,1
384,0,0,ya,besar,Tidak,tidak tahu,sangat memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,1200,1200,6,0,Ya,1,3,5000,,0,1,1,0.666666667,3.666666667,2.666666667,0.666666667,1.666666667,0.666666667,,1
385,0,0,tidak,besar,Tidak,tidak tahu,memuaskan,Memuaskan,,,,,ya,8,8,8,6,0,,,30000,30000,1,1,Ya,0,2,500,,0,0.333333333,0.333333333,0.666666667,2,2.666666667,1,1,0.666666667,,0.666666667
386,1,0,tidak,sangat kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,10,7,0,,,50000,50000,2,1,Ya,1,2,,,0,0,0,0.333333333,1,2.333333333,1,1.333333333,0.666666667,,0.666666667
387,,0,tidak,kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,7,7,8,8,0,,,,0,1,1,Ya,1,3,20000,,0,1,1,1,4,3,0,0,0,,1
388,0,0,tidak,sangat kurang,Tidak,sangat kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,2375000,2375000,2,1,Ya,0,3,2000,,0,0,0,0,0,2.333333333,0,0,0.333333333,,0
389,,1,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,1,1,Ya,1,2,,,0,0.333333333,0,0,0.333333333,1.666666667,0.333333333,0.333333333,0.333333333,,0
390,,1,tidak,sangat kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,1,1,Tidak,1,2,25000,,0,1,1,1,4,2.666666667,1,3.333333333,0.666666667,,1
391,,0,tidak,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,9,6,1,2,,25000,25000,2,1,Ya,1,2,,,0,0.333333333,0,0,0.333333333,1.666666667,0.333333333,0.333333333,0,,0
392,,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,6,7,7,6,0,,,,0,1,1,Ya,1,2,500,,0,0.666666667,0.666666667,0.666666667,2.666666667,2.333333333,0.666666667,1.666666667,0.666666667,,0.666666667
393,,0,ya,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,9,9,9,9,0,,,35000,35000,1,1,Ya,1,2,,,0,1,0.666666667,0.333333333,2.333333333,2,1,2.666666667,0.333333333,,0.333333333
394,,0,tidak,sangat besar,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Kurang,Ya,Ya,tidak,8,8,8,8,0,,,,0,1,1,Ya,0,3,,,0,0.333333333,0.666666667,0.333333333,1.666666667,0.666666667,0,0,0,,0.333333333
395,,0,tidak,sangat kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,8,1,4,,,0,1,1,Ya,1,2,,,0,0,0.333333333,0.666666667,1,3,0,0,0,,0
396,1,1,tidak,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,0,,,,0,1,0,Ya,1,3,,,0,0.666666667,0,0.333333333,1.333333333,2.666666667,0.666666667,1.666666667,0,,0.333333333
397,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Sangat memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,60000,60000,1,1,Tidak berlaku,1,3,,,0,1,0.666666667,0.666666667,3,3,0.333333333,0.333333333,0.333333333,,0.666666667
398,0,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,10,10,9,0,,,,0,1,1,Ya,1,2,37666.66667,,0,0.666666667,0.333333333,0.333333333,1.333333333,2.333333333,0.333333333,0.666666667,0,,0
399,0,0,tidak,besar,Tidak,besar,tidak tahu,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,20000,20000,3,1,Ya,1,3,,,0,0.666666667,0.666666667,0.333333333,2,3,1,2,0.666666667,,0.333333333
400,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,,,,,tidak,8,9,9,8,0,,,75000,75000,1,1,Ya,0,2,,30000,1,1,1,0.666666667,3.333333333,3,0.333333333,0.666666667,1,,0.666666667
401,,0,,,,,memuaskan,Belum memuaskan,Ya,Tidak,Ya,Ya,ya,10,10,10,10,0,,,,0,1,1,Ya,1,2,500,,0,0.666666667,1,0.666666667,3,2.666666667,1,1.333333333,0.666666667,,0.666666667
402,,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,,,,,ya,9,9,9,9,0,,,,0,2,1,Ya,0,3,,,0,0,0,0.666666667,0.666666667,3,0.333333333,0.333333333,0,,0
403,0,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,2,1,Ya,0,2,,,0,0.333333333,0.333333333,0.333333333,1.333333333,3,0.333333333,1,0.333333333,,0.333333333
404,,0,tidak,besar,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,1,1,Ya,1,2,,,0,0,0.666666667,0,1,3.333333333,0.666666667,1.333333333,0.333333333,,0.333333333
405,,0,tidak,besar,,,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,9,8,0,,,70000,70000,1,1,Ya,0,3,,,0,1,1,1,4,3,0.666666667,1.333333333,0.333333333,,1
406,,0,tidak,kurang,Ya,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,10,8,1,3,1000,60000,61000,1,1,Ya,1,2,,,0,0.666666667,0.333333333,0,1,3,0.333333333,0.333333333,0,,0
407,,0,tidak,kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,0,,,,0,1,0,Ya,1,3,,,0,0.666666667,0.666666667,0.666666667,2.333333333,3,0.666666667,1,0,,0.333333333
408,1,0,tidak,besar,Ya,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,6,5,6,5,1,3,,60000,60000,1,1,Ya,1,3,,,0,1,0.333333333,0,1.333333333,1.333333333,0.666666667,0.666666667,0,,0
409,0,0,tidak,besar,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,7,7,7,0,,,,0,1,1,Ya,0,3,40000,,0,1,1,1,3.333333333,2.333333333,0.666666667,1,1,,0.333333333
410,,0,ya,besar,Tidak,sangat kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,1,3,,40000,40000,1,1,Ya,1,2,,,0,1,0.666666667,0.333333333,2.333333333,1.666666667,0.666666667,1,0,,0.333333333
411,,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,7,0,,3060000,,3060000,1,1,Ya,1,3,,,0,0.666666667,1,1,3.666666667,3,0.666666667,1.333333333,0.333333333,,1
412,0,0,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,7,0,,,,0,8,1,Ya,1,3,,,0,1,1,0.666666667,2.666666667,2.333333333,0,0,0,,0
413,,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,8,0,,65000,5000,70000,3,1,Ya,1,2,64000,,0,1,1,1,3.333333333,3,0.666666667,2,1,,0.333333333
414,0,0,ya,kurang,Tidak,kurang,sangat belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,5,0,,,4000000,4000000,2,1,Tidak,0,3,,,0,0,0,0,0,2.666666667,0.333333333,1,0.333333333,,0
415,,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,9,9,0,,,,0,2,1,Ya,1,2,,,0,0.666666667,0.333333333,0.333333333,1.666666667,2.333333333,1,2.666666667,0.666666667,,0.333333333
416,1,0,tidak,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,6,0,,,,0,1,1,Ya,1,3,,,0,1,1,1,4,3,0.333333333,1.333333333,1,,1
417,,0,tidak,sangat kurang,,,memuaskan,Belum memuaskan,Ya,Tidak,Ya,Ya,ya,8,8,9,8,0,,,,0,2,1,Ya,1,3,,,0,0,0,0,0,1.333333333,0.333333333,0.333333333,0.333333333,,0
418,0,0,tidak,kurang,Ya,sangat kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,2250000,2250000,3,1,Ya,1,3,,,0,0,0.333333333,0.333333333,1,3,0.333333333,1,0.333333333,,0.333333333
419,,0,tidak,besar,,,belum memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Ya,ya,8,8,8,7,1,3,,4000000,4000000,1,1,Ya,1,3,2000,,0,0.333333333,0.333333333,0.333333333,1,2.333333333,0.666666667,1.333333333,0.333333333,,0
420,,0,tidak,besar,Tidak,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,9,7,0,,,6376000,6376000,2,1,Tidak,1,3,,,0,0,0,0,0,2.333333333,1,1.666666667,0,,0
421,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,,,,,tidak,8,8,8,6,0,,500000,2000000,2500000,3,1,Ya,0,3,,,0,0.333333333,0.333333333,0.333333333,1.333333333,1,0.333333333,1,0,,0.333333333
422,,1,tidak,tidak tahu,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,8,0,,,,0,1,1,Ya,1,3,,,0,0,0.666666667,0.666666667,2,1.666666667,0.333333333,1,0.666666667,,0.666666667
423,1,1,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,5,1,Ya,1,2,,,0,0,0,0,0,3,1,3,0.666666667,,0
424,0,0,tidak,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,7,6,7,8,0,,,,0,1,1,Ya,1,2,,,0,0.666666667,0.333333333,0.666666667,2.333333333,2,0.666666667,2,0.666666667,,0.666666667
425,0,1,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,6,1,3,,3500000,3500000,2,1,Ya,1,3,,,0,1,0.666666667,1,3,2.666666667,0.666666667,1.333333333,0.666666667,,0.333333333
426,0,0,ya,sangat besar,,,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,8,0,,,8260000,8260000,1,1,Ya,1,3,150000,,0,0,0.333333333,0.333333333,1,3.666666667,0.666666667,1.333333333,1,,0.333333333
427,,0,tidak,kurang,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,0,,,3430000,3430000,2,1,Ya,1,2,,,0,0.333333333,0.333333333,0.333333333,1.333333333,2,0.333333333,1,0.333333333,,0.333333333
428,,0,tidak,kurang,Tidak,besar,belum memuaskan,Belum memuaskan,,,,,ya,7,8,8,8,1,3,,,0,2,1,Ya,0,2,30000,,0,0.666666667,0.666666667,0.666666667,2.333333333,2,0.333333333,1,1,,0.333333333
429,,0,tidak,kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,1,3,,600000,600000,1,0,Ya,0,3,,,0,0,0,0,0,1,0.333333333,0.333333333,0,,0
430,,0,ya,besar,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,6,1,3,,300000,300000,1,1,Tidak,1,3,,,0,0.333333333,0.666666667,0.666666667,2.333333333,2.333333333,0.666666667,0.666666667,0.333333333,,0.666666667
431,0,0,,,,,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,10,9,8,0,,,25000,25000,,0,Ya,1,2,,,0,0,0,0,0,2,0.333333333,0.666666667,0,,0
432,1,0,tidak,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,7,6,7,8,1,3,,,0,2,1,Ya,1,2,,,0,0.666666667,0.333333333,0,1,2,0,0,0,,0
433,,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,9,8,8,0,,,,0,2,1,Tidak,1,3,,,0,1,0,0,1,3,0.666666667,0.666666667,0.333333333,,0
434,,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,1,4,10000,,10000,1,1,Ya,0,2,,,0,0,0,0.333333333,0.333333333,3,0.666666667,1.333333333,0.333333333,,0
435,1,1,tidak,besar,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,7,8,6,0,,,34500,34500,1,1,Ya,0,2,,,0,0.666666667,0.333333333,0.666666667,2,3,0,0,0,,0.333333333
436,1,0,tidak,kurang,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,8,10,9,0,,,0,0,3,1,Ya,1,3,2000,,0,0.666666667,0.666666667,0.666666667,2.333333333,3,1,1.666666667,0.333333333,,0.333333333
437,,0,tidak,sangat kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,5000,5000,4,1,Ya,1,3,,,0,1,0.666666667,1,3,2.333333333,0,0,0,,0.333333333
438,,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,7,0,,,,0,1,1,Ya,1,3,,,0,0,0.666666667,0.666666667,1.333333333,3,0.666666667,1.333333333,0.666666667,,0
439,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,3000,3000,2,1,Ya,0,3,,,0,1,1,1,3.666666667,3,0.666666667,1.333333333,0.333333333,,0.666666667
440,,0,tidak,besar,Tidak,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,8,1,4,,1000,1000,2,1,Ya,1,3,,,0,0.333333333,0.333333333,0.666666667,1.666666667,2.666666667,0.333333333,0.666666667,0,,0.333333333
441,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,ya,8,9,9,8,0,,,,0,3,1,Ya,1,2,26000,,0,1,0.333333333,0.333333333,2.333333333,0,0.666666667,1.666666667,0.666666667,,0.666666667
442,,0,tidak,besar,Ya,besar,belum memuaskan,Memuaskan,Kurang,Kurang,Kurang,Kurang,ya,10,9,9,9,0,,,24000,24000,1,0,Ya,0,2,500,,0,0.666666667,0.333333333,0,1,2.666666667,1,2.333333333,1,,0
443,,0,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,7,7,0,,,2250000,2250000,3,1,Ya,0,2,,,0,1,0.666666667,0.666666667,3.333333333,2.666666667,1,2.333333333,1,,1
444,,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,30000,30000,1,0,Ya,0,2,30000,,0,0.666666667,0.333333333,0.333333333,2,2.333333333,1,2.333333333,0,,0.666666667
445,,0,ya,besar,Tidak,tidak tahu,memuaskan,Belum memuaskan,Ya,Kurang,Ya,Ya,ya,3,9,9,1,0,,,19100000,19100000,1,1,Ya,0,2,1000000,,0,0.666666667,0.666666667,0,1.333333333,2.333333333,0.333333333,0.666666667,0.666666667,,0
446,,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,8,8,0,,,,0,1,1,Ya,0,2,300,,0,1,1,1,4,2.666666667,1,1.666666667,1,,1
447,0,1,tidak,kurang,Tidak,besar,memuaskan,Memuaskan,Kurang,Ya,Ya,Ya,ya,8,8,8,8,1,3,,,0,1,1,Ya,0,3,,,0,0.333333333,0,0,0.333333333,2,1,1.333333333,0,,0
448,,0,tidak,sangat kurang,Tidak,sangat kurang,belum memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,tidak,10,10,10,10,0,,,30000,30000,2,1,Ya,1,3,28333.33333,,0,1,1,1,4,2.666666667,1,2.333333333,1,,1
449,,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,8,0,,,1400000,1400000,1,1,Ya,1,3,,,0,1,1,1,4,2.666666667,1,1.666666667,1,,1
450,,0,tidak,kurang,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,TIDAK ADA DATA,TIDAK ADA DATA,TIDAK ADA DATA,ya,7,8,8,8,0,,,,0,1,1,Ya,1,2,,,0,0.666666667,0.666666667,0.333333333,2,2.25,1,1.75,0.333333333,,0.333333333
451,,0,tidak,sangat besar,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,10,10,10,0,,200000,,200000,,1,Ya,1,2,1500,,0,0.333333333,0.333333333,0,0.666666667,3,0.333333333,1,0.333333333,,0
452,0,0,tidak,kurang,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,120000,120000,3,1,Ya,0,3,,,0,1,0.666666667,0.666666667,3,3,1,2.333333333,0.666666667,,0.666666667
453,0,0,tidak,tidak tahu,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,10,9,8,1,3,15000,3000000,3015000,3,1,Ya,1,3,,,0,1,1,0.333333333,2.666666667,3,1,1,0.666666667,,0.333333333
454,0,1,ya,besar,Ya,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,6,7,8,0,,,8900000,8900000,2,1,Ya,1,3,,,0,0.666666667,0.666666667,1,3.333333333,2.333333333,1,1.666666667,0.333333333,,1
455,,0,tidak,sangat kurang,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,9,8,8,0,,,,0,1,1,Ya,1,2,,,0,0.666666667,0.666666667,0.333333333,2,1.333333333,0.333333333,0.333333333,0.333333333,,0.333333333
